PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,xRV Of Event (Count Ind),xRV of Event (Count Dep),RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,In Zone,Swing,Hit,In Shadow Zone,In Heart
59,2/7/25,29:46.7,2.0,1.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,3.0,Top,1.0,0.0,0.0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,65.50246,5.800435,2.005383,1517.076747,26.29237,7:00,2.11507,0.87606,4.93284,-36.429,-5.69926,-3.21996,2.80472,1.89105,60.3651,-3.86687,1.169726,0.39898,,,,,,,,,,,,4.01544,-7.2465,-0.44049,50.0,0.64914,-3.77062,-97.65437,14.32739,3.80799,17.95166,-39.04615,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,2ea592b0-e5bc-11ef-a81c-f96fdfcd56f7,94.47204,5.13736,,,,,,,,,2/8/25,29:46.7,2025-02-07T19:29:46.6850000-06:00,2025-02-08T01:29:46.6850000Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.06457,-95.43508,8.97583,2.122,9.50028,-19.52308,-0.87754,-3.29986,1.90399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,9289ace4-0321-4881-908e-20cec6ca3bab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
60,2/7/25,30:03.5,2.0,2.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,3.0,Top,1.0,1.0,0.0,Dropball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.047682132,65.01724,6.020207,0.108566,1386.594584,7.307627,6:15,2.10904,0.7475,5.14119,-42.20892,-11.2332,-1.55315,2.43488,0.68713,59.68369,-5.228702,-0.297274,0.400573,,,,,,,,,,,,1.66433,-13.238,-0.71588,50.0,0.53606,-0.3538,-97.20527,15.32974,1.54937,19.0746,-44.49773,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,38b2d0b0-e5bc-11ef-a81c-f96fdfcd56f7,94.09622,5.33354,,,,,,,,,2/8/25,30:03.5,2025-02-07T19:30:03.5478348-06:00,2025-02-08T01:30:03.5478348Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.85769,-94.79264,9.5373,2.11908,9.7015,-22.24887,-0.74823,-0.15783,0.77469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b55b989f-8fcd-4c3c-9649-70e10abc35e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0
61,2/7/25,30:21.0,2.0,3.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,3.0,Top,1.0,1.0,1.0,Riseball,,InPlay,Undefined,Popup,Out,1.0,0.0,-0.375,-0.240500736,56.83965,3.004918,0.249615,2124.268968,166.684243,11:30,2.09302,0.71147,5.15645,-24.75604,15.78977,-3.44752,1.94223,0.58288,51.96131,-3.796207,-0.652727,0.458294,42.20866,87.33669,-142.097541,2703.061641,,,,,2.39676,,,3.79083,16.35843,-0.63674,50.0,1.24535,-0.71917,-85.35472,7.35111,2.69278,15.80664,-20.55405,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,431ef790-e5bc-11ef-a81c-f96fdfcd56f7,82.24508,4.87834,,,,16.63362,,2.93332,2.10278,-0.57076,2/8/25,30:21.0,2025-02-07T19:30:21.0368332-06:00,2025-02-08T01:30:21.0368332Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.83798,-83.07194,7.90332,2.09264,4.38271,-10.27702,-0.71252,-0.33028,1.34639,0.788144,2.93484,-2.34829,-3.01907,,,,,,,2.10521,61.71432,-22.24061,,,,,,,-0.57017,-1.79769,-1.12829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,c10a3ed8-f5c5-486f-8940-d6aa9150731e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0
62,2/7/25,30:58.9,3.0,1.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Right,CEN_ARK,Undefined,3.0,Top,2.0,0.0,0.0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.038869499,65.57753,5.231069,-1.313945,1427.288186,47.576337,7:30,2.13408,0.73647,5.12779,-34.79707,-4.55296,-5.84252,2.57287,-0.58658,60.61408,-4.063022,-2.839439,0.395815,,,,,,,,,,,,5.73083,-5.95429,-0.97996,50.0,0.76726,1.58218,-97.93073,13.32725,5.46553,18.05302,-37.85272,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,59b262d0-e5bc-11ef-a81c-f96fdfcd56f7,95.2275,4.96345,,,,,,,,,2/8/25,30:58.9,2025-02-07T19:30:58.8972364-06:00,2025-02-08T01:30:58.8972364Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.86961,-95.66842,9.02651,2.14014,8.58376,-18.92636,-0.73878,2.26709,2.73277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,1f040391-e1d7-4189-93c8-39b0e0e7424e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0
63,2/7/25,31:14.9,3.0,2.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Right,CEN_ARK,Undefined,3.0,Top,2.0,0.0,1.0,Dropball,,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,-0.12,-0.056472118,64.6156,4.70737,-0.807087,1342.258937,7.524836,6:15,2.08001,0.8755,5.06779,-44.10388,-12.63654,-1.79004,1.41185,0.21193,59.4268,-7.026933,-1.274727,0.40374,,,,,,,,,,,,1.58138,-14.44706,-1.03522,50.0,0.78208,1.1687,-96.89943,13.22787,1.45505,19.68823,-45.46705,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,63369ab0-e5bc-11ef-a81c-f96fdfcd56f7,93.35827,5.1888,,,,,,,,,2/8/25,31:14.9,2025-02-07T19:31:14.9124428-06:00,2025-02-08T01:31:14.9124428Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.93163,-94.41552,9.84412,2.08909,7.49164,-22.73353,-0.8762,1.35227,0.72753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,e2bd29a5-a299-4602-9864-fbfd90c4a7c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
64,2/7/25,31:32.0,3.0,3.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Right,CEN_ARK,Undefined,3.0,Top,2.0,0.0,2.0,Dropball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.021587286,66.31423,3.646659,-1.912545,1394.075652,7.423696,6:15,2.15042,0.68546,4.82935,-40.93754,-10.60166,-1.50008,1.0827,-0.66686,60.88179,-7.188592,-2.301904,0.396415,,,,,,,,,,,,0.82705,-11.94528,-1.07217,50.0,1.12579,3.15889,-99.52508,11.20236,0.79927,21.39521,-43.71832,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,6d676640-e5bc-11ef-a81c-f96fdfcd56f7,95.08339,5.43243,,,,,,,,,2/8/25,31:32.0,2025-02-07T19:31:32.0340000-06:00,2025-02-08T01:31:32.0340000Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.16903,-96.94838,10.69761,2.15788,5.93722,-21.85916,-0.68594,3.25514,0.39964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,65f22894-c601-46cd-a661-58c1b3027a3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
65,2/7/25,31:49.5,3.0,4.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Right,CEN_ARK,Undefined,3.0,Top,2.0,1.0,2.0,Changeup,,StrikeCalled,Strikeout,Undefined,Undefined,0.0,0.0,-0.3802,-0.190443616,55.76029,7.390046,-2.681457,1072.296345,4.939382,6:15,2.07879,0.53882,5.46485,-50.87845,-8.92245,-0.88165,2.52867,-1.22625,50.83238,-6.309674,-2.913049,0.466196,,,,,,,,,,,,-0.10134,-11.40993,-1.1174,50.0,0.07539,3.81329,-83.23645,16.29229,-0.0685,14.97833,-39.88579,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,77e34490-e5bc-11ef-a81c-f96fdfcd56f7,80.85109,4.92791,,,,,,,,,2/8/25,31:49.5,2025-02-07T19:31:49.5095116-06:00,2025-02-08T01:31:49.5095116Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.53345,-80.96203,7.48917,2.0895,10.23573,-19.9429,-0.53915,3.80289,-0.03425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,9ea94e6c-5d2d-4e31-8005-f28052cc6dd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
66,2/7/25,34:09.7,1.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,3.0,Bottom,0.0,0.0,0.0,Dropball,,InPlay,Undefined,GroundBall,Out,1.0,0.0,-0.375,-0.252884042,66.67577,5.915234,0.973001,1284.102997,27.271194,7:00,1.6491,0.5497,5.21577,-36.52565,-7.39603,-4.20402,2.37386,0.81702,61.55046,-3.839841,-0.127388,0.388453,64.78114,-44.694999,-1.771943,,,,,3.75916,3.75916,-13.703611,0.035226,4.8261,-9.43048,-0.31495,50.0,0.10566,-2.19616,-99.50039,15.04438,4.75643,18.48313,-41.46836,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,cb628ae0-e5bc-11ef-a81c-f96fdfcd56f7,97.03212,5.12531,,,,2.36358,,1.26442,2.36358,-0.81668,2/8/25,34:09.7,2025-02-07T19:34:09.6990000-06:00,2025-02-08T01:34:09.6990000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.78293,-97.20447,9.24156,1.6545,9.89329,-20.73418,-0.55105,-1.60533,2.37822,,1.26286,67.78274,,,,,,,,2.36512,-67.09698,,,,,,,,-0.81663,-2.09693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,fa4ad137-6bce-41bf-8d56-97267560550f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
67,2/7/25,34:40.6,2.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,1.0,0.0,0.0,Dropball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,67.01991,4.697406,-0.951068,1230.423333,25.971634,6:45,1.69531,0.22131,5.11597,-36.97671,-7.97689,-4.26733,1.61085,-0.73969,61.87094,-5.164079,-2.0662,0.387587,,,,,,,,,,,,4.18418,-9.51898,-0.39691,50.0,0.43302,1.16824,-100.29043,12.92414,4.16513,19.64112,-41.6497,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,ddd45ff0-e5bc-11ef-a81c-f96fdfcd56f7,97.249,5.14898,,,,,,,,,2/8/25,34:40.6,2025-02-07T19:34:40.6340000-06:00,2025-02-08T01:34:40.6340000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.88227,-97.8885,9.82056,1.70209,7.83077,-20.82485,-0.2229,1.6776,2.08257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,893a0053-2a0e-47e5-946b-b91ff0e35b13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
68,2/7/25,34:59.6,2.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,1.0,1.0,0.0,Dropball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.059995278,67.3261,3.98447,-0.273174,1285.683471,25.607337,6:45,1.6645,0.08888,5.12319,-35.24128,-6.73843,-3.57398,1.26739,-0.38278,62.57905,-5.411701,-1.208317,0.384251,,,,,,,,,,,,3.70981,-7.94441,-0.12443,50.0,0.55957,0.05308,-100.70545,11.57022,3.75475,18.55672,-40.21475,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,e91aba30-e5bc-11ef-a81c-f96fdfcd56f7,98.09319,4.74704,,,,,,,,,2/8/25,34:59.5,2025-02-07T19:34:59.5510000-06:00,2025-02-08T01:34:59.5510000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.8752,-98.4459,9.27836,1.67029,6.67348,-20.10738,-0.09013,0.51027,1.87738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,f8136fee-9336-4d6a-b6a9-f388205fc384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
69,2/7/25,35:18.0,2.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,1.0,2.0,0.0,Changeup,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.060724975,52.94774,7.336368,1.182623,1064.216872,33.269219,7:00,1.66896,0.34039,5.34671,-53.19475,-6.63248,-5.24264,1.90248,0.65156,48.51394,-6.957143,-0.192794,0.491121,,,,,,,,,,,,5.98244,-8.73284,-0.05491,50.0,-0.3224,-2.10841,-79.00269,15.60919,3.66532,12.93147,-37.52449,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,f4341100-e5bc-11ef-a81c-f96fdfcd56f7,76.7478,4.4338,,,,,,,,,2/8/25,35:18.0,2025-02-07T19:35:18.0271948-06:00,2025-02-08T01:35:18.0271948Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.65157,-76.95491,6.46574,1.67892,9.66696,-18.76224,-0.34283,-1.52798,1.83266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,f4a2d05c-8ed4-4594-949e-c61f112999ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0
70,2/7/25,35:37.4,2.0,4.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,1.0,2.0,1.0,Curveball,,InPlay,Undefined,GroundBall,Out,1.0,0.0,-0.375,-0.291112684,67.0738,4.771688,0.589505,1248.036,36.04565,7:15,1.68296,0.26969,4.88549,-36.06781,-6.80307,-5.51855,1.74083,0.1874,61.97965,-4.79157,-0.844178,0.389353,79.33047,-12.47054,-7.783102,,,,,9.59785,9.59785,-7.231587,0.067402,6.03099,-8.37457,-0.11393,50.0,0.4356,-1.67346,-100.26687,12.87263,6.02064,19.14251,-40.53423,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,ffa747a0-e5bc-11ef-a81c-f96fdfcd56f7,96.80785,5.09415,,,,1.69644,,1.92136,1.69644,-0.16937,2/8/25,35:37.4,2025-02-07T19:35:37.4060000-06:00,2025-02-08T01:35:37.4060000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.11308,-97.97119,9.57126,1.68788,8.01153,-20.26712,-0.27133,-0.95143,3.01032,180.0,1.9192,112.75867,,,,,,,,1.69692,-25.16904,,,,,,,,-0.16908,-15.41214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,8c4cb01d-a64b-4e43-bdf3-89f18d570c11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0
71,2/7/25,36:11.3,3.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,2.0,0.0,0.0,Screwball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,64.68246,5.181258,1.745828,1481.232921,58.73822,8:00,1.63079,0.53701,5.31879,-30.70136,0.14984,-1.11642,2.36226,1.54932,59.54921,-3.098387,1.452848,0.399767,,,,,,,,,,,,1.77539,-0.94827,-0.15481,50.0,0.27235,-3.07136,-96.60797,12.69239,1.64322,17.94789,-33.05175,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,13e59f50-e5bd-11ef-a81c-f96fdfcd56f7,94.28592,5.13325,,,,,,,,,2/8/25,36:11.3,2025-02-07T19:36:11.3460000-06:00,2025-02-08T01:36:11.3460000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.67654,-94.29071,8.97394,1.63559,8.42508,-16.52587,-0.53765,-2.8592,0.82161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,84967160-12d2-410e-9df2-32a2ef7caf23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
72,2/7/25,36:31.9,3.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,2.0,1.0,0.0,Dropball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.047682132,67.05777,6.478028,-0.72419,1241.835011,21.6609,6:45,1.73092,0.19251,4.78429,-39.36664,-9.66922,-4.16858,2.62915,-0.62002,61.54164,-3.907788,-1.801886,0.392221,,,,,,,,,,,,4.03693,-11.56386,-0.32023,50.0,0.1393,0.81692,-99.99203,16.02216,3.99325,19.57687,-43.61275,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,202a56c0-e5bd-11ef-a81c-f96fdfcd56f7,96.10001,5.51613,,,,,,,,,2/8/25,36:31.9,2025-02-07T19:36:31.8984012-06:00,2025-02-08T01:36:31.8984012Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.21401,-97.65726,9.78844,1.73997,10.82083,-21.80638,-0.19441,1.29317,1.99663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5d4e7fd8-4887-445d-9f20-eba23d1f4fdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0
73,2/7/25,36:50.2,3.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,3.0,Bottom,2.0,1.0,1.0,Screwball,,InPlay,Undefined,GroundBall,Out,1.0,0.0,-0.375,-0.240500736,63.95848,5.705094,0.795667,1596.125305,126.645183,10:15,1.73741,0.40887,5.16138,-29.56765,2.15736,-1.82162,2.91248,0.7629,59.0533,-2.236405,0.319562,0.405389,53.52024,9.630924,-16.350587,4193.904053,,,,63.84025,63.84025,-17.103299,0.899234,2.20331,0.95028,-0.22827,50.0,0.28852,-1.53364,-95.3678,13.27248,1.999,16.70031,-31.31188,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,2b123d50-e5bd-11ef-a81c-f96fdfcd56f7,92.97839,4.90517,,,,5.19435,,0.66075,2.90979,-0.77487,2/8/25,36:50.2,2025-02-07T19:36:50.2300000-06:00,2025-02-08T01:36:50.2300000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.83517,-93.21321,8.35016,1.74028,9.23279,-15.65594,-0.4095,-1.27574,0.9995,9.4712,0.66075,74.26002,-8.6019,0.90083,-0.20722,0.02932,-0.00462,0.00103,-0.0001,2.90979,13.13249,-19.32503,1.4238,-0.23774,0.05302,-0.00732,0.00117,-0.00018,-0.77487,-21.78634,2.23753,-0.34829,0.06205,-0.01122,0.00166,-0.00035,5e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,224301cb-d117-4577-856a-5d6685decc8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
74,2/7/25,39:20.2,1.0,1.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,4.0,Top,0.0,0.0,0.0,Changeup,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,-0.03,-0.042103276,54.93018,6.687964,0.52335,1011.268481,10.075337,6:15,2.03305,0.59791,5.47603,-50.6916,-7.99867,-1.63445,2.0429,0.79153,50.55269,-6.967605,0.092561,0.470272,,,,,,,,,,,,1.98465,-10.73209,-0.47219,50.0,0.15398,-0.92057,-82.09034,15.26406,1.31684,13.66456,-39.295,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,84716ba0-e5bd-11ef-a81c-f96fdfcd56f7,80.15026,4.37748,,,,,,,,,2/8/25,39:20.2,2025-02-07T19:39:20.1723212-06:00,2025-02-08T01:39:20.1723212Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.52338,-79.98656,6.83228,2.03831,9.21423,-19.6475,-0.59832,-0.71783,0.65842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,532fdc9b-849a-4830-9fe6-0f2596a8768c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
